id,description,parent,tree_id
sec75-1,Megachilidae,sec33-1-2,sec33-1
sec85-1,Apidae,sec33-1-2,sec33-1
sec49-1,Andreninae and Panurginae (Andrenidae),sec33-1-5,sec33-1
sec68-1,Melittidae,sec33-1-5,sec33-1
sec60-1,Oxaeinae (Andrenidae),sec33-1-6,sec33-1
sec61-1,Halictidae,sec33-1-6,sec33-1
sec36-1,Stenotritidae,sec33-1-7,sec33-1
sec37-1,Colletidae,sec33-1-7,sec33-1
sec46-1,Xeromelissinae (Colletidae),sec35-1-2,sec35-1
sec75-1,Megachilidae,sec35-1-3,sec35-1
sec50-1,Alocandreninae (Andrenidae),sec35-1-6,sec35-1
sec52-1,Panurginae (Andrenidae),sec35-1-6,sec35-1
sec51-1,Andreninae (Andrenidae),sec35-1-7,sec35-1
sec77-1,Pararhophitini (Megachilidae),sec35-1-8,sec35-1
sec62-1,Rophitinae (Halictidae),sec35-1-9,sec35-1
sec36-1,Stenotritidae,sec35-1-1,sec35-1
sec85-1,Apidae,sec35-1-1,sec35-1
sec68-1,Melittidae,sec35-1-1,sec35-1
sec51-1,Andreninae (Andrenidae),sec35-1-1,sec35-1
sec60-1,13 13(12). Stigma absent (Fig. 60-2a); two subantennal sutures below each antenna (as in Fig. 51-1a) (Western Hemi- sphere) .......................... Oxaeinae (Andrenidae),sec35-1-1,sec35-1
sec42-1,Diphaglossinae (Colletidae),sec35-1-1,sec35-1
sec63-1,Nomiinae (Halictidae),sec35-1-1,sec35-1
sec39-1,Colletinae (Colletidae),sec35-1-1,sec35-1
sec65-1,Halictinae (Halictidae),sec35-1-1,sec35-1
sec64-1,Nomioidinae (Halictidae),sec35-1-1,sec35-1
sec65-1,"Cleptoparasites in Halictinae, both tribes  (Halictidae)",sec35-1-1,sec35-1
sec47-1,Hylaeinae (Colletidae),sec35-1-2,sec35-1
sec48-1,Euryglossinae (Colletidae),sec35-1-2,sec35-1
sec91-1,Nomadinae (Apidae),sec35-1-2,sec35-1
sec79-1,"Cleptoparasites in Megachilinae, all tribes  (Megachilidae)",sec35-1-2,sec35-1
sec90-1,Social parasites within Allodapini (Apidae),sec35-1-2,sec35-1
sec102-1,Cleptoparasites and social parasites within Apinae  (Apidae),sec35-1-2,sec35-1
Ctenocolletes,Ctenocolletes,sec36-1-1,sec36-1
Stenotritus,Stenotritus,sec36-1-1,sec36-1
sec42-1,Diphaglossinae,sec37-1-2,sec37-1
sec38-1,Colletinae,sec37-1-2,sec37-1
sec46-1,Xeromelissinae,sec37-1-3,sec37-1
sec47-1,Hylaeinae,sec37-1-4,sec37-1
sec48-1,Euryglossinae,sec37-1-4,sec37-1
sec41-1,Scraptrini,sec38-1-2,sec38-1
sec39-1,Paracolletini,sec38-1-2,sec38-1
Eulonchopria,Eulonchopria,sec39-1-1,sec39-1
Lonchorhyncha,Lonchorhyncha,sec39-1-2,sec39-1
Niltonia,Niltonia,sec39-1-3,sec39-1
Lonchopria,Lonchopria,sec39-1-4,sec39-1
Brachyglossula,Brachyglossula,sec39-1-5,sec39-1
Leioproctus (in part),Leioproctus (in part),sec39-1-5,sec39-1
Callomelitta,Callomelitta,sec39-2-1,sec39-2
Paracolletes,Paracolletes,sec39-2-3,sec39-2
Trichocolletes,Trichocolletes,sec39-2-3,sec39-2
Neopasiphae,Neopasiphae,sec39-2-4,sec39-2
Phenacolletes,Phenacolletes,sec39-2-5,sec39-2
Glossurocolletes,Glossurocolletes,sec39-2-6,sec39-2
Hesperocolletes,Hesperocolletes,sec39-2-7,sec39-2
Chrysocolletes,Chrysocolletes,sec39-2-8,sec39-2
Leioproctus,Leioproctus,sec39-2-8,sec39-2
E. (Ethalonchopria),E. (Ethalonchopria),sec39-3-1,sec39-3
E. (Eulonchopria s. str.),E. (Eulonchopria s. str.),sec39-3-1,sec39-3
L. (Nomiocolletes),L. (Nomiocolletes),sec39-4-1,sec39-4
L. (Halictanthrena),L. (Halictanthrena),sec39-4-3,sec39-4
L. (Reedapis),L. (Reedapis),sec39-4-5,sec39-4
L. (Cephalocolletes),L. (Cephalocolletes),sec39-4-5,sec39-4
L. (T orocolletes),L. (T orocolletes),sec39-4-6,sec39-4
L. (Holmbergeria),L. (Holmbergeria),sec39-4-8,sec39-4
L. (Leioproctus s. str.),L. (Leioproctus s. str.),sec39-4-9,sec39-4
L. (Chilicolletes),L. (Chilicolletes),sec39-4-1,sec39-4
L. (Sarocolletes) (in part),L. (Sarocolletes) (in part),sec39-4-1,sec39-4
L. (Actenosigynes),L. (Actenosigynes),sec39-4-1,sec39-4
L. (Chilicolletes),L. (Chilicolletes),sec39-4-1,sec39-4
L. (Sarocolletes) (in part),L. (Sarocolletes) (in part),sec39-4-1,sec39-4
L. (Hoplocolletes),L. (Hoplocolletes),sec39-4-1,sec39-4
L. (Protodiscelis),L. (Protodiscelis),sec39-4-1,sec39-4
L. (T etraglossula),L. (T etraglossula),sec39-4-1,sec39-4
L. (Glossopasiphae),L. (Glossopasiphae),sec39-4-1,sec39-4
L. (Pygopasiphae),L. (Pygopasiphae),sec39-4-1,sec39-4
L. (Sarocolletes) (in part),L. (Sarocolletes) (in part),sec39-4-2,sec39-4
L. (Perditomorpha)(in part),L. (Perditomorpha)(in part),sec39-4-2,sec39-4
L. (Kylopasiphae),L. (Kylopasiphae),sec39-4-2,sec39-4
L. (Spinolapis),L. (Spinolapis),sec39-4-2,sec39-4
L. (Perditomorpha)(in part),L. (Perditomorpha)(in part),sec39-4-2,sec39-4
L. (Kylopasiphae),L. (Kylopasiphae),sec39-4-2,sec39-4
L. (Spinolapis),L. (Spinolapis),sec39-4-2,sec39-4
L. (Sarocolletes) (in part),L. (Sarocolletes) (in part),sec39-4-2,sec39-4
L. (Perditomorpha),L. (Perditomorpha),sec39-4-2,sec39-4
L. (Albinapis),L. (Albinapis),sec39-4-2,sec39-4
L. (Baeocolletes),L. (Baeocolletes),sec39-4-2,sec39-4
L. (Andrenopsis),L. (Andrenopsis),sec39-4-3,sec39-4
L. (Colletellus),L. (Colletellus),sec39-4-4,sec39-4
L. (Filiglossa),L. (Filiglossa),sec39-4-5,sec39-4
L. (Euryglossidia),L. (Euryglossidia),sec39-4-5,sec39-4
L. (Urocolletes),L. (Urocolletes),sec39-4-6,sec39-4
L. (Excolletes),L. (Excolletes),sec39-4-7,sec39-4
L. (Cladocerapis),L. (Cladocerapis),sec39-4-8,sec39-4
L. (Colletopsis),L. (Colletopsis),sec39-4-9,sec39-4
L. (Nesocolletes),L. (Nesocolletes),sec39-4-1,sec39-4
L. (Lamprocolletes),L. (Lamprocolletes),sec39-4-2,sec39-4
L. (Ceratocolletes),L. (Ceratocolletes),sec39-4-2,sec39-4
L. (Goniocolletes) (in part),L. (Goniocolletes) (in part),sec39-4-2,sec39-4
L. (Leioproctuss. str.),L. (Leioproctuss. str.),sec39-4-2,sec39-4
L. (Ctenosibyne),L. (Ctenosibyne),sec39-5-2,sec39-5
L. (Lonchopria s. str.),L. (Lonchopria s. str.),sec39-5-2,sec39-5
L. (Porterapis),L. (Porterapis),sec39-5-3,sec39-5
L. (Lonchoprella),L. (Lonchoprella),sec39-5-4,sec39-5
L. (Biglossa),L. (Biglossa),sec39-5-4,sec39-5
P . (Anthoglossa),P . (Anthoglossa),sec39-6-1,sec39-6
P . (Paracolletes s. str.),P . (Paracolletes s. str.),sec39-6-1,sec39-6
T . (Trichocolletes s. str.),T . (Trichocolletes s. str.),sec39-7-1,sec39-7
T . (Callocolletes),T . (Callocolletes),sec39-7-1,sec39-7
Colletes,Colletes,sec40-1-1,sec40-1
Mourecotelles,Mourecotelles,sec40-1-1,sec40-1
M. (Hemicotelles),M. (Hemicotelles),sec40-2-1,sec40-2
M. (Xanthocotelles),M. (Xanthocotelles),sec40-2-2,sec40-2
M. (Mourecotelles s. str.),M. (Mourecotelles s. str.),sec40-2-2,sec40-2
sec43-1,Caupolicanini,sec42-1-1,sec42-1
sec44-1,Diphaglossini,sec42-1-2,sec42-1
sec45-1,Dissoglottini,sec42-1-2,sec42-1
Ptiloglossa,Ptiloglossa,sec43-1-1,sec43-1
Crawfordapis,Crawfordapis,sec43-1-2,sec43-1
Caupolicana,Caupolicana,sec43-1-2,sec43-1
Ptiloglossa,Ptiloglossa,sec43-2-1,sec43-2
Crawfordapis,Crawfordapis,sec43-2-2,sec43-2
C. (Zikanapis),C. (Zikanapis),sec43-2-2,sec43-2
C. (Alayoapis),C. (Alayoapis),sec43-2-3,sec43-2
C. (Caupolicana s. str.),C. (Caupolicana s. str.),sec43-2-3,sec43-2
Diphaglossa,Diphaglossa,sec44-1-1,sec44-1
Cadegualina,Cadegualina,sec44-1-2,sec44-1
Cadeguala,Cadeguala,sec44-1-2,sec44-1
Ptiloglossidia,Ptiloglossidia,sec45-1-1,sec45-1
Mydrosomella,Mydrosomella,sec45-1-2,sec45-1
Mydrosoma,Mydrosoma,sec45-1-2,sec45-1
Geodiscelis,Geodiscelis,sec46-1-2,sec46-1
Xenochilicola,Xenochilicola,sec46-1-3,sec46-1
Chilicola,Chilicola,sec46-1-3,sec46-1
Chilimelissa,Chilimelissa,sec46-1-4,sec46-1
Xeromelissa,Xeromelissa,sec46-1-4,sec46-1
C. (Chilicola s. str.),C. (Chilicola s. str.),sec46-2-2,sec46-2
C. (Chilioediscelis),C. (Chilioediscelis),sec46-2-2,sec46-2
C. (Hylaeosoma),C. (Hylaeosoma),sec46-2-3,sec46-2
C. (Prosopoides),C. (Prosopoides),sec46-2-5,sec46-2
C. (Pseudiscelis),C. (Pseudiscelis),sec46-2-5,sec46-2
C. (Oroediscelis),C. (Oroediscelis),sec46-2-6,sec46-2
C. (Oediscelis),C. (Oediscelis),sec46-2-7,sec46-2
C. (Anoediscelis),C. (Anoediscelis),sec46-2-7,sec46-2
Hyleoides,Hyleoides,sec47-1-1,sec47-1
Pharohylaeus,Pharohylaeus,sec47-1-2,sec47-1
Xenorhiza,Xenorhiza,sec47-1-5,sec47-1
Calloprosopis,Calloprosopis,sec47-1-6,sec47-1
Hylaeus,Hylaeus,sec47-1-6,sec47-1
Hemirhiza,Hemirhiza,sec47-1-8,sec47-1
Amphylaeus,Amphylaeus,sec47-1-8,sec47-1
Meroglossa,Meroglossa,sec47-1-9,sec47-1
Palaeorhiza,Palaeorhiza,sec47-1-9,sec47-1
Xenorhiza,Xenorhiza,sec47-1-1,sec47-1
Palaeorhiza,Palaeorhiza,sec47-1-1,sec47-1
Hylaeus (in part),Hylaeus (in part),sec47-1-1,sec47-1
Hemirhiza,Hemirhiza,sec47-1-1,sec47-1
Calloprosopis,Calloprosopis,sec47-1-1,sec47-1
(in part),(in part),sec47-1-1,sec47-1
A. (Amphylaeus s. str.),A. (Amphylaeus s. str.),sec47-2-1,sec47-2
A. (Agogenohylaeus),A. (Agogenohylaeus),sec47-2-1,sec47-2
H. (Analastoroides),H. (Analastoroides),sec47-3-4,sec47-3
H. (Euprosopellus),H. (Euprosopellus),sec47-3-4,sec47-3
H. (Xenohylaeus),H. (Xenohylaeus),sec47-3-5,sec47-3
H. (Euprosopis),H. (Euprosopis),sec47-3-7,sec47-3
H. (Euprosopoides),H. (Euprosopoides),sec47-3-8,sec47-3
H. (Laccohylaeus),H. (Laccohylaeus),sec47-3-8,sec47-3
H. (Hylaeorhiza),H. (Hylaeorhiza),sec47-3-9,sec47-3
H. (Prosopisteroides),H. (Prosopisteroides),sec47-3-1,sec47-3
H. (Sphaerhylaeus),H. (Sphaerhylaeus),sec47-3-1,sec47-3
H. (Gnathoprosopis),H. (Gnathoprosopis),sec47-3-1,sec47-3
H. (Gnathoprosopoides),H. (Gnathoprosopoides),sec47-3-1,sec47-3
H. (Meghylaeus),H. (Meghylaeus),sec47-3-1,sec47-3
H. (Macrohylaeus),H. (Macrohylaeus),sec47-3-1,sec47-3
H. (Rhodohylaeus),H. (Rhodohylaeus),sec47-3-1,sec47-3
H. (Pseudhylaeus),H. (Pseudhylaeus),sec47-3-1,sec47-3
H. (Hylaeteron),H. (Hylaeteron),sec47-3-1,sec47-3
H. (Planihylaeus),H. (Planihylaeus),sec47-3-1,sec47-3
H. (Edriohylaeus),H. (Edriohylaeus),sec47-3-2,sec47-3
H. (Prosopisteron),H. (Prosopisteron),sec47-3-2,sec47-3
H. (Gongyloprosopis),H. (Gongyloprosopis),sec47-4-1,sec47-4
H. (Spatulariella),H. (Spatulariella),sec47-4-3,sec47-4
H. (Hylaeopsis),H. (Hylaeopsis),sec47-4-4,sec47-4
H. (Hylaeana),H. (Hylaeana),sec47-4-4,sec47-4
H. (Cephalylaeus),H. (Cephalylaeus),sec47-4-5,sec47-4
H. (Prosopella),H. (Prosopella),sec47-4-6,sec47-4
H. (Hylaeus s. str.),H. (Hylaeus s. str.),sec47-4-7,sec47-4
H. (Metziella),H. (Metziella),sec47-4-8,sec47-4
H. (Cephylaeus),H. (Cephylaeus),sec47-4-9,sec47-4
H. (Prosopis),H. (Prosopis),sec47-4-1,sec47-4
H. (Paraprosopis),H. (Paraprosopis),sec47-4-1,sec47-4
H. (Spatulariella),H. (Spatulariella),sec47-5-2,sec47-5
H. (Hylaeana),H. (Hylaeana),sec47-5-3,sec47-5
H. (Hylaeopsis),H. (Hylaeopsis),sec47-5-3,sec47-5
H. (Gongyloprosopis),H. (Gongyloprosopis),sec47-5-5,sec47-5
H. (Prosopella),H. (Prosopella),sec47-5-5,sec47-5
H. (Metziella),H. (Metziella),sec47-5-7,sec47-5
H. (Cephalylaeus),H. (Cephalylaeus),sec47-5-7,sec47-5
H. (Paraprosopis)(in part),H. (Paraprosopis)(in part),sec47-5-9,sec47-5
H. (Paraprosopis)(in part),H. (Paraprosopis)(in part),sec47-5-1,sec47-5
H. (Prosopis),H. (Prosopis),sec47-5-1,sec47-5
H. (Abrupta),H. (Abrupta),sec47-6-1,sec47-6
H. (Prosopis),H. (Prosopis),sec47-6-2,sec47-6
H. (Abrupta),H. (Abrupta),sec47-7-2,sec47-7
H. (Mehelyana),H. (Mehelyana),sec47-7-3,sec47-7
H. (Dentigera) (brevicornis group),H. (Dentigera) (brevicornis group),sec47-7-4,sec47-7
H. (Lambdopsis) (in part),H. (Lambdopsis) (in part),sec47-7-4,sec47-7
H. (Dentigera) (brachycephalus group  and Hylaeus rubicola Saunders),H. (Dentigera) (brachycephalus group  and Hylaeus rubicola Saunders),sec47-7-5,sec47-7
H. (Spatulariella),H. (Spatulariella),sec47-7-6,sec47-7
H. (Koptogaster),H. (Koptogaster),sec47-7-7,sec47-7
H. (Paraprosopis),H. (Paraprosopis),sec47-7-8,sec47-7
H. (Prosopis),H. (Prosopis),sec47-7-1,sec47-7
H. (Hylaeus s. str.),H. (Hylaeus s. str.),sec47-7-1,sec47-7
"H. (Lambdopsis) (in part, East Asian species)","H. (Lambdopsis) (in part, East Asian species)",sec47-7-1,sec47-7
H. (Prosopisteron),H. (Prosopisteron),sec47-8-1,sec47-8
H. (Nothylaeus),H. (Nothylaeus),sec47-8-2,sec47-8
H. (Metylaeus),H. (Metylaeus),sec47-8-3,sec47-8
H. (Alfkenylaeus),H. (Alfkenylaeus),sec47-8-4,sec47-8
P . (Michenerapis),P . (Michenerapis),sec47-9-1,sec47-9
P . (Eusphecogastra),P . (Eusphecogastra),sec47-9-3,sec47-9
P . (Ceratorhiza),P . (Ceratorhiza),sec47-9-3,sec47-9
P . (Gressittapis),P . (Gressittapis),sec47-9-5,sec47-9
P . (Heterorhiza),P . (Heterorhiza),sec47-9-6,sec47-9
P . (Paraheterorhiza),P . (Paraheterorhiza),sec47-9-6,sec47-9
P . (Noonadania),P . (Noonadania),sec47-9-7,sec47-9
Pachyprosopis,Pachyprosopis,sec48-1-2,sec48-1
Euryglossula,Euryglossula,sec48-1-3,sec48-1
Euryglossina,Euryglossina,sec48-1-3,sec48-1
Brachyhesma,Brachyhesma,sec48-1-4,sec48-1
Hyphesma,Hyphesma,sec48-1-5,sec48-1
Heterohesma,Heterohesma,sec48-1-6,sec48-1
Dasyhesma,Dasyhesma,sec48-1-7,sec48-1
Sericogaster,Sericogaster,sec48-1-8,sec48-1
Stenohesma,Stenohesma,sec48-1-9,sec48-1
Melittosmithia,Melittosmithia,sec48-1-1,sec48-1
Euryglossa,Euryglossa,sec48-1-1,sec48-1
Callohesma,Callohesma,sec48-1-1,sec48-1
Tumidihesma,Tumidihesma,sec48-1-1,sec48-1
B. (Brachyhesma s. str.),B. (Brachyhesma s. str.),sec48-2-2,sec48-2
B. (Microhesma),B. (Microhesma),sec48-2-2,sec48-2
E. (Parahesma),E. (Parahesma),sec48-3-1,sec48-3
E. (Euhesma s. str.),E. (Euhesma s. str.),sec48-3-1,sec48-3
E. (Microdontura),E. (Microdontura),sec48-4-1,sec48-4
E. (Quasihesma),E. (Quasihesma),sec48-4-3,sec48-4
E. (Euryglossella),E. (Euryglossella),sec48-4-3,sec48-4
E. (Euryglossina s. str.),E. (Euryglossina s. str.),sec48-4-4,sec48-4
E. (Pachyprosopina),E. (Pachyprosopina),sec48-4-4,sec48-4
P . (Pachyprosopis s. str.),P . (Pachyprosopis s. str.),sec48-5-1,sec48-5
X. (Argohesma),X. (Argohesma),sec48-6-1,sec48-6
X. (Xenohesma),X. (Xenohesma),sec48-6-2,sec48-6
X. (Chaetohesma),X. (Chaetohesma),sec48-6-3,sec48-6
X. (Xanthesma s. str.),X. (Xanthesma s. str.),sec48-6-3,sec48-6
sec60-1,Oxaeinae,sec49-1-1,sec49-1
sec51-1,Andreninae,sec49-1-2,sec49-1
sec50-1,Alocandreninae,sec49-1-3,sec49-1
sec52-1,Panurginae,sec49-1-3,sec49-1
Ancylandrena,Ancylandrena,sec51-1-2,sec51-1
Andrena,Andrena,sec51-1-3,sec51-1
Megandrena,Megandrena,sec51-2-1,sec51-2
Andrena,Andrena,sec51-2-2,sec51-2
Euherbstia,Euherbstia,sec51-2-3,sec51-2
Orphana,Orphana,sec51-2-4,sec51-2
Ancylandrena,Ancylandrena,sec51-2-4,sec51-2
A. (Plastandrena),A. (Plastandrena),sec51-3-2,sec51-3
A. (Aporandrena),A. (Aporandrena),sec51-3-3,sec51-3
A. (Charitandrena),A. (Charitandrena),sec51-3-3,sec51-3
A. (Euandrena)(in part),A. (Euandrena)(in part),sec51-3-4,sec51-3
A. (Leucandrena) (in part),A. (Leucandrena) (in part),sec51-3-5,sec51-3
A. (Oligandrena),A. (Oligandrena),sec51-3-6,sec51-3
A. (Callandrena) (in part),A. (Callandrena) (in part),sec51-3-8,sec51-3
A. (Iomelissa),A. (Iomelissa),sec51-3-9,sec51-3
A. (Erandrena),A. (Erandrena),sec51-3-9,sec51-3
A. (Scrapteropsis),A. (Scrapteropsis),sec51-3-1,sec51-3
A. (Trachandrena),A. (Trachandrena),sec51-3-1,sec51-3
A. (Tylandrena),A. (Tylandrena),sec51-3-1,sec51-3
A. (Diandrena) (in part),A. (Diandrena) (in part),sec51-3-1,sec51-3
A. (Parandrena),A. (Parandrena),sec51-3-1,sec51-3
A. (Hesperandrena)(in part),A. (Hesperandrena)(in part),sec51-3-1,sec51-3
A. (Celetandrena),A. (Celetandrena),sec51-3-1,sec51-3
A. (Ptilandrena) (in part),A. (Ptilandrena) (in part),sec51-3-1,sec51-3
A. (Archiandrena)(in part),A. (Archiandrena)(in part),sec51-3-2,sec51-3
A. (Ptilandrena) (in part),A. (Ptilandrena) (in part),sec51-3-2,sec51-3
A. (Belandrena) (in part),A. (Belandrena) (in part),sec51-3-2,sec51-3
A. (Scoliandrena),A. (Scoliandrena),sec51-3-2,sec51-3
A. (Derandrena)(in part),A. (Derandrena)(in part),sec51-3-2,sec51-3
A. (Oxyandrena),A. (Oxyandrena),sec51-3-2,sec51-3
A. (Geissandrena),A. (Geissandrena),sec51-3-2,sec51-3
A. (Dactylandrena) (in part),A. (Dactylandrena) (in part),sec51-3-2,sec51-3
A. (Conandrena),A. (Conandrena),sec51-3-2,sec51-3
A. (Cnemidandrena),A. (Cnemidandrena),sec51-3-2,sec51-3
A. (Larandrena),A. (Larandrena),sec51-3-2,sec51-3
A. (Xiphandrena),A. (Xiphandrena),sec51-3-3,sec51-3
A. (Rhaphandrena),A. (Rhaphandrena),sec51-3-3,sec51-3
A. (Nemandrena)(in part),A. (Nemandrena)(in part),sec51-3-3,sec51-3
A. (Gonandrena),A. (Gonandrena),sec51-3-3,sec51-3
A. (Leucandrena) (in part),A. (Leucandrena) (in part),sec51-3-3,sec51-3
A. (Onagrandrena)(in part),A. (Onagrandrena)(in part),sec51-3-3,sec51-3
A. (Dactylandrena) (in part),A. (Dactylandrena) (in part),sec51-3-3,sec51-3
A. (Andrena s. str.)(in part),A. (Andrena s. str.)(in part),sec51-3-3,sec51-3
A. (Andrena s. str.)(in part),A. (Andrena s. str.)(in part),sec51-3-3,sec51-3
A. (Notandrena),A. (Notandrena),sec51-3-3,sec51-3
A. (Anchandrena),A. (Anchandrena),sec51-3-4,sec51-3
A. (Belandrena) (in part),A. (Belandrena) (in part),sec51-3-4,sec51-3
A. (Andrena s. str.)(in part),A. (Andrena s. str.)(in part),sec51-3-4,sec51-3
A. (Holandrena),A. (Holandrena),sec51-3-4,sec51-3
A. (Diandrena) (in part),A. (Diandrena) (in part),sec51-3-4,sec51-3
A. (Pelicandrena),A. (Pelicandrena),sec51-3-4,sec51-3
A. (Nemandrena)(in part),A. (Nemandrena)(in part),sec51-3-4,sec51-3
A. (Dasyandrena),A. (Dasyandrena),sec51-3-4,sec51-3
A. (Hesperandrena)(in part),A. (Hesperandrena)(in part),sec51-3-4,sec51-3
A. (Augandrena),A. (Augandrena),sec51-3-5,sec51-3
A. (Rhacandrena) (in part),A. (Rhacandrena) (in part),sec51-3-5,sec51-3
A. (Callandrena) (in part),A. (Callandrena) (in part),sec51-3-5,sec51-3
A. (Simandrena) (in part),A. (Simandrena) (in part),sec51-3-5,sec51-3
A. (Genyandrena)(in part),A. (Genyandrena)(in part),sec51-3-5,sec51-3
A. (Euandrena)(in part),A. (Euandrena)(in part),sec51-3-5,sec51-3
A. (Cremnandrena),A. (Cremnandrena),sec51-3-5,sec51-3
A. (Derandrena)(in part),A. (Derandrena)(in part),sec51-3-5,sec51-3
A. (Micrandrena),A. (Micrandrena),sec51-3-5,sec51-3
A. (Genyandrena)(in part),A. (Genyandrena)(in part),sec51-3-6,sec51-3
A. (Scaphandrena) (in part),A. (Scaphandrena) (in part),sec51-3-6,sec51-3
A. (Simandrena) (in part),A. (Simandrena) (in part),sec51-3-6,sec51-3
A. (Scaphandrena) (in part),A. (Scaphandrena) (in part),sec51-3-6,sec51-3
A. (Onagrandrena)(in part),A. (Onagrandrena)(in part),sec51-3-6,sec51-3
A. (Belandrena) (in part),A. (Belandrena) (in part),sec51-3-6,sec51-3
A. (Rhacandrena) (in part),A. (Rhacandrena) (in part),sec51-3-6,sec51-3
A. (Euandrena)(in part),A. (Euandrena)(in part),sec51-3-6,sec51-3
A. (Rhacandrena) (in part),A. (Rhacandrena) (in part),sec51-3-7,sec51-3
A. (Psammandrena),A. (Psammandrena),sec51-3-7,sec51-3
A. (Euandrena)(in part),A. (Euandrena)(in part),sec51-3-7,sec51-3
A. (Thysandrena),A. (Thysandrena),sec51-3-7,sec51-3
A. (Scaphandrena) (in part),A. (Scaphandrena) (in part),sec51-3-7,sec51-3
A. (Melandrena),A. (Melandrena),sec51-3-7,sec51-3
A. (Pelicandrena),A. (Pelicandrena),sec51-4-2,sec51-4
A. (Diandrena),A. (Diandrena),sec51-4-3,sec51-4
A. (Callandrena) (in part),A. (Callandrena) (in part),sec51-4-4,sec51-4
A. (Onagrandrena)(in part),A. (Onagrandrena)(in part),sec51-4-5,sec51-4
A. (Parandrena),A. (Parandrena),sec51-4-5,sec51-4
A. (Dactylandrena),A. (Dactylandrena),sec51-4-6,sec51-4
A. (Genyandrena),A. (Genyandrena),sec51-4-2,sec51-4
A. (Xiphandrena),A. (Xiphandrena),sec51-4-2,sec51-4
A. (Oligandrena),A. (Oligandrena),sec51-4-2,sec51-4
A. (Archiandrena),A. (Archiandrena),sec51-4-2,sec51-4
A. (Belandrena) (in part),A. (Belandrena) (in part),sec51-4-3,sec51-4
A. (Geissandrena),A. (Geissandrena),sec51-4-3,sec51-4
A. (Notandrena),A. (Notandrena),sec51-4-3,sec51-4
A. (Larandrena),A. (Larandrena),sec51-4-3,sec51-4
A. (Derandrena)(in part),A. (Derandrena)(in part),sec51-4-3,sec51-4
A. (Anchandrena),A. (Anchandrena),sec51-4-3,sec51-4
A. (Holandrena) (in part),A. (Holandrena) (in part),sec51-4-3,sec51-4
A. (Tylandrena),A. (Tylandrena),sec51-4-3,sec51-4
A. (Gonandrena) (in part),A. (Gonandrena) (in part),sec51-4-3,sec51-4
A. (Leucandrena) (in part),A. (Leucandrena) (in part),sec51-4-3,sec51-4
A. (Andrena s. str.)(in part),A. (Andrena s. str.)(in part),sec51-4-3,sec51-4
A. (Holandrena) (in part),A. (Holandrena) (in part),sec51-4-4,sec51-4
A. (Rhaphandrena),A. (Rhaphandrena),sec51-4-4,sec51-4
A. (Cnemidandrena),A. (Cnemidandrena),sec51-4-4,sec51-4
A. (Andrena s. str.)(in part),A. (Andrena s. str.)(in part),sec51-4-4,sec51-4
A. (Ptilandrena) (in part),A. (Ptilandrena) (in part),sec51-4-4,sec51-4
A. (Scoliandrena),A. (Scoliandrena),sec51-4-4,sec51-4
A. (Augandrena),A. (Augandrena),sec51-4-4,sec51-4
A. (Callandrena) (in part),A. (Callandrena) (in part),sec51-4-4,sec51-4
A. (Simandrena) (in part),A. (Simandrena) (in part),sec51-4-4,sec51-4
A. (Micrandrena),A. (Micrandrena),sec51-4-4,sec51-4
A. (Plastandrena) (in part),A. (Plastandrena) (in part),sec51-4-5,sec51-4
A. (Trachandrena),A. (Trachandrena),sec51-4-5,sec51-4
A. (Scrapteropsis),A. (Scrapteropsis),sec51-4-5,sec51-4
A. (T aeniandrena),A. (T aeniandrena),sec51-4-5,sec51-4
A. (Scaphandrena) (in part),A. (Scaphandrena) (in part),sec51-4-5,sec51-4
A. (Melandrena) (in part),A. (Melandrena) (in part),sec51-4-5,sec51-4
A. (Onagrandrena)(in part),A. (Onagrandrena)(in part),sec51-4-5,sec51-4
A. (Scaphandrena) (in part),A. (Scaphandrena) (in part),sec51-4-5,sec51-4
A. (Dasyandrena) (in part),A. (Dasyandrena) (in part),sec51-4-5,sec51-4
A. (Psammandrena),A. (Psammandrena),sec51-4-5,sec51-4
A. (Scaphandrena) (in part),A. (Scaphandrena) (in part),sec51-4-6,sec51-4
A. (Rhacandrena),A. (Rhacandrena),sec51-4-6,sec51-4
A. (Simandrena) (in part),A. (Simandrena) (in part),sec51-4-6,sec51-4
A. (Euandrena)(in part),A. (Euandrena)(in part),sec51-4-6,sec51-4
A. (Euandrena)(in part),A. (Euandrena)(in part),sec51-4-6,sec51-4
A. (Dasyandrena) (in part),A. (Dasyandrena) (in part),sec51-4-6,sec51-4
A. (Oxyandrena),A. (Oxyandrena),sec51-4-6,sec51-4
A. (Thysandrena) (in part),A. (Thysandrena) (in part),sec51-4-6,sec51-4
A. (Leucandrena) (in part),A. (Leucandrena) (in part),sec51-4-6,sec51-4
A. (Melandrena) (in part),A. (Melandrena) (in part),sec51-4-6,sec51-4
A. (Orandrena),A. (Orandrena),sec51-5-3,sec51-5
A. (Cryptandrena) (in part),A. (Cryptandrena) (in part),sec51-5-3,sec51-5
A. (Avandrena)(in part),A. (Avandrena)(in part),sec51-5-4,sec51-5
A. (Rufandrena),A. (Rufandrena),sec51-5-5,sec51-5
A. (Chlorandrena),A. (Chlorandrena),sec51-5-6,sec51-5
A. (Lepidandrena),A. (Lepidandrena),sec51-5-6,sec51-5
A. (Melanapis),A. (Melanapis),sec51-5-9,sec51-5
